ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-20685,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",fear,0: no fear can be inferred,0,"In my room 101 would go Russell Howard,Tom Odell,Michael Buble!!! pants nogood dire","in my room 101 would go russell howard,tom odell,michael buble!!! pants nogood dire"
2017-En-21459,@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking,fear,0: no fear can be inferred,0,they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was shocking,they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was shocking
2017-En-20991,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start",fear,0: no fear can be inferred,0,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. stop start","if you truly want more of god in your life, it requires letting go of some of the old things, to allow new things to flourish. stop start"
2017-En-20139,I thought the nausea and headaches had passed but lol I feel awful today,fear,2: moderate amount of fear can be inferred,2,I thought the nausea and headaches had passed but lol I feel awful today,i thought the nausea and headaches had passed but lol i feel awful today
2017-En-20262,"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",fear,1: low amount of fear can be inferred,1,"jimmy_dore RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.","jimmy_dore raisingtheboss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears."
2017-En-22050,What did y'all do to your app @NFLfantasy   It's horrible.  #horrible.  Worst except once ever,fear,0: no fear can be inferred,0,What did y'all do to your app It's horrible. horrible. Worst except once ever,what did y'all do to your app it's horrible. horrible. worst except once ever
2017-En-20117,@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay,fear,2: moderate amount of fear can be inferred,2,I despair at this madness! It's beyond shocking it's cold blooded murder! How long will SouthAfrica stand by &amp;watch WorldRhinoDay,i despair at this madness! it's beyond shocking it's cold blooded murder! how long will southafrica stand by &amp;watch worldrhinoday
2017-En-21706,"Hey @PapaJohnsUK I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!! ",fear,0: no fear can be inferred,0,"Hey I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!!","hey i've been charged £40.24 on my credit card 4 an order which never arrived last friday, any chance of a refund!!"
2017-En-21718,Most people never achieve their goals because they are afraid to fail.,fear,0: no fear can be inferred,0,Most people never achieve their goals because they are afraid to fail.,most people never achieve their goals because they are afraid to fail.
2017-En-21026,I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,fear,0: no fear can be inferred,0,I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,i like cycling because i get to intimidate people with my powerful calves &amp; horrendous tan lines.
2017-En-21834,@caseycdutch @m_rath that's what some rioters are doing #terrorism,fear,1: low amount of fear can be inferred,1,that's what some rioters are doing terrorism,that's what some rioters are doing terrorism
2017-En-21346,penny dreadful just cleaved off a fraction of my heart,fear,1: low amount of fear can be inferred,1,penny dreadful just cleaved off a fraction of my heart,penny dreadful just cleaved off a fraction of my heart
2017-En-21696,Back on my #bully,fear,0: no fear can be inferred,0,Back on my bully,back on my bully
2017-En-20096,Jimmy Carr makes me want to cry and cry *shiver* ,fear,2: moderate amount of fear can be inferred,2,Jimmy Carr makes me want to cry and cry *shiver*,jimmy carr makes me want to cry and cry *shiver*
2017-En-21721,@jk_rowling @Riverfeather207 Donald Trump in the White House ,fear,0: no fear can be inferred,0,Donald Trump in the White House,donald trump in the white house
2017-En-20502,"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",fear,0: no fear can be inferred,0,"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? ImWithHer","we can't stop racism overnight. nor gun violence. nor terrorism. but we can literally stop trump overnight. so, like, let's? imwithher"
2017-En-22039,"@tcarrels  \nSo when exactly did you lose your mind, pal? \n#Trump #fraud #misogynist #liar #psychopath #narcissist #revolting #conartist",fear,0: no fear can be inferred,0,"\nSo when exactly did you lose your mind, pal? \nTrump fraud misogynist liar psychopath narcissist revolting conartist","\nso when exactly did you lose your mind, pal? \ntrump fraud misogynist liar psychopath narcissist revolting conartist"
2017-En-21753,My life is going downhill at an alarming rate,fear,2: moderate amount of fear can be inferred,2,My life is going downhill at an alarming rate,my life is going downhill at an alarming rate
2017-En-21428,I'm also upset at my incorrect use of a comma. #grammar #struggle #hesitation #backtoschool 🎒📚,fear,0: no fear can be inferred,0,I'm also upset at my incorrect use of a comma. grammar struggle hesitation backtoschool school_backpackbooks,i'm also upset at my incorrect use of a comma. grammar struggle hesitation backtoschool school_backpackbooks
2017-En-20782,"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",fear,0: no fear can be inferred,0,"Was going to get a new horror movie tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!","was going to get a new horror movie tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!"
2017-En-21784,-normal people scare me*,fear,2: moderate amount of fear can be inferred,2,-normal people scare me*,-normal people scare me*
2017-En-21226,@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄,fear,2: moderate amount of fear can be inferred,2,and have social anxiety. There is many awkward things wrong with me. grinning_face_with_smiling_eyes,and have social anxiety. there is many awkward things wrong with me. grinning_face_with_smiling_eyes
2017-En-21512,Why are all of these people leaving Blizzard??? D: It's giving me a frighten!,fear,2: moderate amount of fear can be inferred,2,Why are all of these people leaving Blizzard??? D It's giving me a frighten!,why are all of these people leaving blizzard??? d it's giving me a frighten!
2017-En-20842,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",fear,0: no fear can be inferred,0,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex Lam 322-25 despondency","when i walk in darkness of despondency, sc.verses i've memorized shine a light in my heart. ex lam 322-25 despondency"
2017-En-20416,Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,fear,0: no fear can be inferred,0,Everyday gay panic is STUNNING I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,everyday gay panic is stunning i drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. total incomprehension.
2017-En-20076,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 ,fear,3: high amount of fear can be inferred,3,I had a dream that I dropped my iPhone 7 and it broke T_T cry iPhone7,i had a dream that i dropped my iphone 7 and it broke t_t cry iphone7
2017-En-20072,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit #horror",fear,3: high amount of fear can be inferred,3,"WeirdWednesday OKAY! That jump-scared the Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. Damnit horror","weirdwednesday okay! that jump-scared the poop out of me right there. bad dog, bad! total code-brown in my favorite pants. damnit horror"
2017-En-21461,@ducktapepr @midnightaction @juliea592 @catherinerusse2 I dread to think... #DirtyPeople,fear,1: low amount of fear can be inferred,1,I dread to think... DirtyPeople,i dread to think... dirtypeople
2017-En-21596,American horror story and chill tonight?😌,fear,0: no fear can be inferred,0,American horror story and chill tonight?relieved_face,american horror story and chill tonight?relieved_face
2017-En-21557,Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety,fear,2: moderate amount of fear can be inferred,2,Have the producers of ever been outside of their country? These are universal problems. worldwide anxiety,have the producers of ever been outside of their country? these are universal problems. worldwide anxiety
2017-En-22196,My roommate: it's okay that we can't spell because we have autocorrect.  #firstworldprobs,fear,0: no fear can be inferred,0,My roommate it's okay that we can't spell because we have autocorrect. firstworldprobs,my roommate it's okay that we can't spell because we have autocorrect. firstworldprobs
2017-En-21335,"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to ",fear,0: no fear can be inferred,0,"evidently feels above norms. SHOW the tax return, if you have nothing to","evidently feels above norms. show the tax return, if you have nothing to"
2017-En-21250,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... #shocking",fear,0: no fear can be inferred,0,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... shocking","gahh...bt, in queue for 30 minutes.. now put through to bt sport dept to cancel... back in a queue again... shocking"
2017-En-21197,@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! ,fear,0: no fear can be inferred,0,I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste!,i can't wait to hear what he had to say about the brilliant dr. hawking... it should be rich... in the poorest of taste!
2017-En-21844,@EmilySmissaert @navinrmal it's a shocking revelation!!!!,fear,0: no fear can be inferred,0,it's a shocking revelation!!!!,it's a shocking revelation!!!!
2017-En-21788,Last night my stomach was hurting and today I have a horrible headache. I can never win,fear,2: moderate amount of fear can be inferred,2,Last night my stomach was hurting and today I have a horrible headache. I can never win,last night my stomach was hurting and today i have a horrible headache. i can never win
2017-En-20013,#panic Panic attack from fear of starting new medication,fear,3: high amount of fear can be inferred,3,panic Panic attack from fear of starting new medication,panic panic attack from fear of starting new medication
2017-En-20119,So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,fear,2: moderate amount of fear can be inferred,2,So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking loudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_face,so she goes first. she gets her book signed &amp; i can barely take their picture cuz i'm shaking loudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_face
2017-En-21364,"#GoodAfternoon! ^^ Doesn't matter whn you #start something, as long as you start it #today. 'Age' only exists in the mind. You are #Timeless",fear,0: no fear can be inferred,0,"GoodAfternoon! ^^ Doesn't matter whn you start something, as long as you start it today. 'Age' only exists in the mind. You are Timeless","goodafternoon! ^^ doesn't matter whn you start something, as long as you start it today. 'age' only exists in the mind. you are timeless"
2017-En-20548,@hotpatooties more like quickie divorce #awful,fear,0: no fear can be inferred,0,more like quickie divorce awful,more like quickie divorce awful
2017-En-20656,Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch,fear,0: no fear can be inferred,0,Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee form &amp; the safety net is zilch,thank god the feds did not raise rates. assume they are nervous about a world where 990 is the new employee form &amp; the safety net is zilch
2017-En-20544,That old lady is cray cray #scared #BellaIsSoCute  #Empire,fear,0: no fear can be inferred,0,That old lady is cray cray scared BellaIsSoCute Empire,that old lady is cray cray scared bellaissocute empire
2017-En-21944,.@morningmika &amp; her @HillaryClinton Super PAC @Morning_Joe @MSNBC in full #panic mode over @realDonaldTrump #momentum!\n\n#TrumpPence16 #MAGA,fear,2: moderate amount of fear can be inferred,2,. &amp; her Super PAC in full panic mode over momentum!\n\nTrumpPence16 MAGA,. &amp; her super pac in full panic mode over momentum!\n\ntrumppence16 maga
2017-En-22226,World wants #peace from  #WorldPeaceDay #internationaldayofpeace,fear,0: no fear can be inferred,0,World wants peace from WorldPeaceDay internationaldayofpeace,world wants peace from worldpeaceday internationaldayofpeace
2017-En-20168,@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,fear,2: moderate amount of fear can be inferred,2,We should be ignoring these rioters like the current administration ignores terrorism. This will obviously make it stop.,we should be ignoring these rioters like the current administration ignores terrorism. this will obviously make it stop.
2017-En-22048,@ATTCares this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible.,fear,0: no fear can be inferred,0,this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible.,this really sucks how much your customer service sucks. i've been hung up on three times and this is absolutely horrible.
2017-En-20426,@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;,fear,0: no fear can be inferred,0,I can't get a better look at her bc I'm too shy to make eye contact ;-;,i can't get a better look at her bc i'm too shy to make eye contact ;-;
2017-En-20377,I really want to go for fright night but I really don't 😁,fear,1: low amount of fear can be inferred,1,I really want to go for fright night but I really don't beaming_face_with_smiling_eyes,i really want to go for fright night but i really don't beaming_face_with_smiling_eyes
2017-En-21046,Not sure that men can handle a woman that's got her crap together.  #independent,fear,0: no fear can be inferred,0,Not sure that men can handle a woman that's got her crap together. independent,not sure that men can handle a woman that's got her crap together. independent
2017-En-20066,Do you think humans have the sense for recognizing impending doom? #anxiety,fear,3: high amount of fear can be inferred,3,Do you think humans have the sense for recognizing impending doom? anxiety,do you think humans have the sense for recognizing impending doom? anxiety
2017-En-20361,onus is on Pakistan' : @MEAIndia after #Uri #terror attack,fear,1: low amount of fear can be inferred,1,onus is on Pakistan'  after Uri terror attack,onus is on pakistan'  after uri terror attack
2017-En-20989,"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",fear,0: no fear can be inferred,0,"Hopefully I'll get this Best Buy job, and officaly start my streaming career , working towards doing something I love 1DayAtaTime","hopefully i'll get this best buy job, and officaly start my streaming career , working towards doing something i love 1dayatatime"
2017-En-21585,So nervous I could puke,fear,3: high amount of fear can be inferred,3,So nervous I could puke,so nervous i could puke
2017-En-20284,We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,fear,1: low amount of fear can be inferred,1,We're all in D. T. (Discipleship training or detox) for something. messy cutoff choosefreedom CryOut16,we're all in d. t. (discipleship training or detox) for something. messy cutoff choosefreedom cryout16
2017-En-20462,@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary,fear,0: no fear can be inferred,0,She blamed Benghazi on a YouTube video. She blamed emails on ColinPowell. Now she blames terrorism on you. weakHillary,she blamed benghazi on a youtube video. she blamed emails on colinpowell. now she blames terrorism on you. weakhillary
2017-En-21327,"Shame on you @SkyNews showing an elephant being hunted and killed, ",fear,2: moderate amount of fear can be inferred,2,"Shame on you showing an elephant being hunted and killed,","shame on you showing an elephant being hunted and killed,"
2017-En-20203,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,fear,2: moderate amount of fear can be inferred,2,Watching Paranormal Activity The Ghost Dimension. I'm not sure how I feel about it yet. horror,watching paranormal activity the ghost dimension. i'm not sure how i feel about it yet. horror
2017-En-21663,This girl was shaking her drink in the break room and it wasn't fully closed and yeah it's all over the place now including me😑😑😂,fear,0: no fear can be inferred,0,This girl was shaking her drink in the break room and it wasn't fully closed and yeah it's all over the place now including meexpressionless_faceexpressionless_faceface_with_tears_of_joy,this girl was shaking her drink in the break room and it wasn't fully closed and yeah it's all over the place now including meexpressionless_faceexpressionless_faceface_with_tears_of_joy
2017-En-20172,"@BBCNews 😝 scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",fear,2: moderate amount of fear can be inferred,2,"squinting_face_with_tongue scared of their own horror story they wrote, afraid of the terror they spread, will europe start WW3 in 2017 anniversary of WW1","squinting_face_with_tongue scared of their own horror story they wrote, afraid of the terror they spread, will europe start ww3 in 2017 anniversary of ww1"
2017-En-21193,"Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪",fear,3: high amount of fear can be inferred,3,"Came in to work today 1.5 hours late.1st thing I hear 'Ma'am,the big boss has been waiting for you in his office.' panic hateBeingLate weary_facesleepy_face","came in to work today 1.5 hours late.1st thing i hear 'ma'am,the big boss has been waiting for you in his office.' panic hatebeinglate weary_facesleepy_face"
2017-En-21671,@60DaysInJail Dafron is hands down the biggest loser on the planet!!! Typical #bully #lifer,fear,0: no fear can be inferred,0,Dafron is hands down the biggest loser on the planet!!! Typical bully lifer,dafron is hands down the biggest loser on the planet!!! typical bully lifer
2017-En-22092,@salutetroye you look adorable awe,fear,0: no fear can be inferred,0,you look adorable awe,you look adorable awe
2017-En-20614,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",fear,0: no fear can be inferred,0,"Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? awful","annoys me to about the ortiz tribute too, how would the oriole fans and organization feel if yanks did that to them? awful"
2017-En-21638,3. You are so cool I feel slightly intimidated sometimes but YOU ARE A VERY NICE PERSON and I LIKE THE THINGS YOU DO. 💕,fear,0: no fear can be inferred,0,3. You are so cool I feel slightly intimidated sometimes but YOU ARE A VERY NICE PERSON and I LIKE THE THINGS YOU DO. two_hearts,3. you are so cool i feel slightly intimidated sometimes but you are a very nice person and i like the things you do. two_hearts
2017-En-21128,When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords,fear,0: no fear can be inferred,0,When you make a great tasting shake and no words can describe it!grinning_face_with_big_eyesOK_hand_light_skin_tone shake herbalifenutrition tastesogood nowords,when you make a great tasting shake and no words can describe it!grinning_face_with_big_eyesok_hand_light_skin_tone shake herbalifenutrition tastesogood nowords
2017-En-21122,my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕,fear,0: no fear can be inferred,0,my mom recorded nightmare before Christmas for me smiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes I LOVE IT two_hearts,my mom recorded nightmare before christmas for me smiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes i love it two_hearts
2017-En-20926,You make me breathless.,fear,0: no fear can be inferred,0,You make me breathless.,you make me breathless.
2017-En-21235,Trying to book holiday flights on @britishairways website is becoming a ,fear,0: no fear can be inferred,0,Trying to book holiday flights on website is becoming a,trying to book holiday flights on website is becoming a
2017-En-20112,@YahooCare data stolen in 2014 and only now do you tell us .,fear,2: moderate amount of fear can be inferred,2,data stolen in 2014 and only now do you tell us .,data stolen in 2014 and only now do you tell us .
2017-En-22152,@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing #terrorism,fear,1: low amount of fear can be inferred,1,wat an irony? Pakistan lecturing the world on curbing terrorism,wat an irony? pakistan lecturing the world on curbing terrorism
2017-En-21326,"Shame on you @SkyNews showing an elephant being hunted and killed, #shocking",fear,2: moderate amount of fear can be inferred,2,"Shame on you showing an elephant being hunted and killed, shocking","shame on you showing an elephant being hunted and killed, shocking"
2017-En-20407,So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.,fear,0: no fear can be inferred,0,So they threaten to kill kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.,so they threaten to kill kapernick for kneeling. i say every athlete just stop playing until social justice and equality comes forth.
2017-En-20877,@ManUtd it was a terrible Freekick...,fear,0: no fear can be inferred,0,it was a terrible Freekick...,it was a terrible freekick...
2017-En-20903,#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪,fear,0: no fear can be inferred,0,aliens zombie gore slash ghost sith horror I love it all. kitchen_knife,aliens zombie gore slash ghost sith horror i love it all. kitchen_knife
2017-En-21742,"Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so",fear,0: no fear can be inferred,0,"Don't be afraid of the space between your dreams and reality. If you can dream it, you can make it so","don't be afraid of the space between your dreams and reality. if you can dream it, you can make it so"
2017-En-20340,"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",fear,1: low amount of fear can be inferred,1,"How the fuck do we live our lives admiring everybody that ever just did something to win it, then be afraid to even try to do it yourself","how the fuck do we live our lives admiring everybody that ever just did something to win it, then be afraid to even try to do it yourself"
2017-En-22190,No but that's so cute. Atsu was probably shy about photos before but cherry helped her out uwu,fear,0: no fear can be inferred,0,No but that's so cute. Atsu was probably shy about photos before but cherry helped her out uwu,no but that's so cute. atsu was probably shy about photos before but cherry helped her out uwu
2017-En-20042,@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...,fear,3: high amount of fear can be inferred,3,you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...,you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...
2017-En-22159,@FoxNews Yeah we're also experiencing terrorist attacks by Islam and #BlackLivesMatter at an alarming rate.,fear,3: high amount of fear can be inferred,3,Yeah we're also experiencing terrorist attacks by Islam and BlackLivesMatter at an alarming rate.,yeah we're also experiencing terrorist attacks by islam and blacklivesmatter at an alarming rate.
2017-En-21962,Proud of you for overcoming your fear of deep water @ShawnMendes,fear,0: no fear can be inferred,0,Proud of you for overcoming your fear of deep water,proud of you for overcoming your fear of deep water
2017-En-21965,Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!,fear,0: no fear can be inferred,0,Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!,remember your journey is unique! don't get discouraged because you're comparing your journey to someone else's. you will get there!
2017-En-20964,This maybe a new start but it will always be align with the end. #start #forward,fear,0: no fear can be inferred,0,This maybe a new start but it will always be align with the end. start forward,this maybe a new start but it will always be align with the end. start forward
2017-En-20465,Haven't gotten one hour of sleep... Today is going to be a fun day 😐 ,fear,0: no fear can be inferred,0,Haven't gotten one hour of sleep... Today is going to be a fun day neutral_face,haven't gotten one hour of sleep... today is going to be a fun day neutral_face
2017-En-20693,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary ,fear,0: no fear can be inferred,0,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. Trump Hillary,for the last 2 years the u.s. has been averaging about 4 terrorist attacks a month. good debate topic. trump hillary
2017-En-22220,Insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. I'm a complete sociopath n sleep like a baby.,fear,0: no fear can be inferred,0,Insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. I'm a complete sociopath n sleep like a baby.,insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. i'm a complete sociopath n sleep like a baby.
2017-En-20611,@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,fear,0: no fear can be inferred,0,We are a tired and restless community. We are human and tired of asking for change only to be ignored.,we are a tired and restless community. we are human and tired of asking for change only to be ignored.
2017-En-20302,horrid having a car n no liscence,fear,1: low amount of fear can be inferred,1,horrid having a car n no liscence,horrid having a car n no liscence
2017-En-21278,"@BennyN_PR If you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^AP",fear,0: no fear can be inferred,0,"If you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^AP","if you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^ap"
2017-En-20495,@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully,fear,0: no fear can be inferred,0,u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather bully,u gave laura so much constructive criticism she blocked u 'lazy give up now no hope retire' same with heather bully
2017-En-20987,@CSTrey4 thanks brotein shake 😈😈😈,fear,0: no fear can be inferred,0,thanks brotein shake smiling_face_with_hornssmiling_face_with_hornssmiling_face_with_horns,thanks brotein shake smiling_face_with_hornssmiling_face_with_hornssmiling_face_with_horns
2017-En-21561,Yeah! Tonight it's time for the #weekend #mix @WildFM with @djkeanu and @RickWaltmann set your #alarm for 8pm #house #deephouse #ibiza,fear,0: no fear can be inferred,0,Yeah! Tonight it's time for the weekend mix with and set your alarm for 8pm house deephouse ibiza,yeah! tonight it's time for the weekend mix with and set your alarm for 8pm house deephouse ibiza
2017-En-20003,I feel like I am drowning. #depression  #falure #worthless,fear,3: high amount of fear can be inferred,3,I feel like I am drowning. depression falure worthless,i feel like i am drowning. depression falure worthless
2017-En-21708,Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO,fear,2: moderate amount of fear can be inferred,2,Hope I sleep - no nightmare of Bakewell tarts yuk revolting GBBO,hope i sleep - no nightmare of bakewell tarts yuk revolting gbbo
2017-En-21622,@rgam0rtis it's a common problem I've had with every 6 plus. having a regular 6 = not having to worry about the design flaw = working phone,fear,0: no fear can be inferred,0,it's a common problem I've had with every 6 plus. having a regular 6 = not having to worry about the design flaw = working phone,it's a common problem i've had with every 6 plus. having a regular 6 = not having to worry about the design flaw = working phone
2017-En-20235,"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare",fear,1: low amount of fear can be inferred,1,"never thought an angry oompa loompa would be my Boggart, but there you have it. boggart PresidentTrump nightmare","never thought an angry oompa loompa would be my boggart, but there you have it. boggart presidenttrump nightmare"
2017-En-21837,Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams,fear,0: no fear can be inferred,0,Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! panic murraymcdavid whisky drams,getting ready to open the tastings at whisky shop dufftown autumn festival! panic murraymcdavid whisky drams
2017-En-21959,I really wanna take advantage of UofW's gym but i'm shy af.,fear,1: low amount of fear can be inferred,1,I really wanna take advantage of UofW's gym but i'm shy af.,i really wanna take advantage of uofw's gym but i'm shy af.
2017-En-20542,We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support,fear,0: no fear can be inferred,0,We express our deep concern about the suspension of please reactivate it. he never violated T.roles,we express our deep concern about the suspension of please reactivate it. he never violated t.roles
2017-En-22136,Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start he's just dreadful,fear,0: no fear can be inferred,0,Right i may be an sufc fan and the football maybe shit but marcos rojo for mufc has had a shocking start he's just dreadful,right i may be an sufc fan and the football maybe shit but marcos rojo for mufc has had a shocking start he's just dreadful
2017-En-20677,@leeuwlion 'The furries are restless tonight'.,fear,0: no fear can be inferred,0,'The furries are restless tonight'.,'the furries are restless tonight'.
2017-En-21843,"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #comicsans",fear,0: no fear can be inferred,0,"I'm not sure what's worse that, or the use of Comic Sans on a website (or anywhere else) comicsans","i'm not sure what's worse that, or the use of comic sans on a website (or anywhere else) comicsans"
2017-En-20635,Just #terrible from the cats there. Wow. #AFLCatsSwans,fear,0: no fear can be inferred,0,Just terrible from the cats there. Wow. AFLCatsSwans,just terrible from the cats there. wow. aflcatsswans
2017-En-21866,"@warrensarahh @CjKiid awe, miss y'all too!:)",fear,0: no fear can be inferred,0,"awe, miss y'all too!)","awe, miss y'all too!)"
2017-En-22011,"So looks like @united would rather lose all my business, than let me apply my credits towards my change fee, due to terrorism",fear,0: no fear can be inferred,0,"So looks like would rather lose all my business, than let me apply my credits towards my change fee, due to terrorism","so looks like would rather lose all my business, than let me apply my credits towards my change fee, due to terrorism"
2017-En-21372,"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. #bully",fear,0: no fear can be inferred,0,"not nice. Wishing harm on another human being is deplorable. Your comments show how human, and humane you are. bully","not nice. wishing harm on another human being is deplorable. your comments show how human, and humane you are. bully"
2017-En-20012,"Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",fear,3: high amount of fear can be inferred,3,"Im not a nervouswreck, Im a nervous pileup. GoingCrazy HelpMe Insane Antisocial","im not a nervouswreck, im a nervous pileup. goingcrazy helpme insane antisocial"
