ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-31062,"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",joy,3: high amount of joy can be inferred,3,"That's awesome! p.s. ok, what are the odds of that, swapping neighborhoods? hilarious","that's awesome! p.s. ok, what are the odds of that, swapping neighborhoods? hilarious"
2017-En-30589,"@elena_yip My random guesses for you! A potential Amelie, Kenneth of 30 Rock (but YA instead of TV) &amp; maybe w/ the optimism of Lara Jean?",joy,0: no joy can be inferred,0,"My random guesses for you! A potential Amelie, Kenneth of 30 Rock (but YA instead of TV) &amp; maybe w/ the optimism of Lara Jean?","my random guesses for you! a potential amelie, kenneth of 30 rock (but ya instead of tv) &amp; maybe w/ the optimism of lara jean?"
2017-En-30052,Today is the first time any math professor let us live early before the class time !!! #15 min #feelsgood #happy #wednesday #,joy,3: high amount of joy can be inferred,3,Today is the first time any math professor let us live early before the class time !!! 15 min feelsgood happy wednesday,today is the first time any math professor let us live early before the class time !!! 15 min feelsgood happy wednesday
2017-En-30283,Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday,joy,2: moderate amount of joy can be inferred,2,Accept the challenges so that you can feel the exhilaration of victory. FocusX10 motivation motivationalquotes quoteoftheday,accept the challenges so that you can feel the exhilaration of victory. focusx10 motivation motivationalquotes quoteoftheday
2017-En-30026,@WSJNordics You make the world a more joyful place. #TheNiceBot,joy,3: high amount of joy can be inferred,3,You make the world a more joyful place. TheNiceBot,you make the world a more joyful place. thenicebot
2017-En-30461,I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,joy,1: low amount of joy can be inferred,1,I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,i assume that people pick up on my joviality coz i lol a lot but it's just not working. maybe i need to get heavy handed with emoticons? ha
2017-En-31072,@MariamVeiszadeh why sick. I am rejoicing that it is only half,joy,1: low amount of joy can be inferred,1,why sick. I am rejoicing that it is only half,why sick. i am rejoicing that it is only half
2017-En-30313,Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,joy,2: moderate amount of joy can be inferred,2,Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. glee,finn singing 'can't fight this feeling' in the shower and will spying on him is one of the best scenes on any show. glee
2017-En-30421,"Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness.",joy,1: low amount of joy can be inferred,1,"Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness.","yahweh your god is among you, a warrior who saves. he will rejoice over you with gladness."
2017-En-31459,@soboleskih Okay this is hilarious,joy,2: moderate amount of joy can be inferred,2,Okay this is hilarious,okay this is hilarious
2017-En-30047,Good morning joyful people. Choose happiness to have a great day today #morning #joyful #happiness #grandmercurejktkemayoran,joy,3: high amount of joy can be inferred,3,Good morning joyful people. Choose happiness to have a great day today morning joyful happiness grandmercurejktkemayoran,good morning joyful people. choose happiness to have a great day today morning joyful happiness grandmercurejktkemayoran
2017-En-30600,Lil reminder that my private account is a delight of shittalking and occasionally NSFW stuff! @AngryArchosaur,joy,0: no joy can be inferred,0,Lil reminder that my private account is a delight of shittalking and occasionally NSFW stuff!,lil reminder that my private account is a delight of shittalking and occasionally nsfw stuff!
2017-En-30326,Watch this amazing live.ly broadcast by @its.finfin #lively #musically,joy,2: moderate amount of joy can be inferred,2,Watch this amazing live.ly broadcast by .finfin lively musically,watch this amazing live.ly broadcast by .finfin lively musically
2017-En-30444,"@Nekudere oh ok, yeah I felt dumb like I think I would have known if it was animated at least lmao",joy,1: low amount of joy can be inferred,1,"oh ok, yeah I felt dumb like I think I would have known if it was animated at least lmao","oh ok, yeah i felt dumb like i think i would have known if it was animated at least lmao"
2017-En-31064,I'm so excited to see Nat tonight 😍😍.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media 😍 #BB18,joy,3: high amount of joy can be inferred,3,I'm so excited to see Nat tonight smiling_face_with_heart-eyessmiling_face_with_heart-eyes.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media smiling_face_with_heart-eyes BB18,i'm so excited to see nat tonight smiling_face_with_heart-eyessmiling_face_with_heart-eyes.. and how happy and cheery she is! &amp; then i'm even more excited for her to get on social media smiling_face_with_heart-eyes bb18
2017-En-30523,I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,joy,1: low amount of joy can be inferred,1,I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,i might not pay for my own health insurance but i do like sparkling water and brussels sprouts now so i think i'm an adult
2017-En-30666,@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears ,joy,0: no joy can be inferred,0,May I send you a copy of HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound smiles tears,may i send you a copy of herothegreyhound? either e-book or real paper one! a boy and a greyhound smiles tears
2017-En-31435,@PixelMonsterYT @TeamGE0 @IZEDEPTIC @ztumtum @CrimtideTV @LtGrandslam @Slinkercorn Bahahahaha Dean looks hilarious and damn I got fat,joy,1: low amount of joy can be inferred,1,Bahahahaha Dean looks hilarious and damn I got fat,bahahahaha dean looks hilarious and damn i got fat
2017-En-30401,Watch this amazing live.ly broadcast by @kana_blender #lively #musically,joy,1: low amount of joy can be inferred,1,Watch this amazing live.ly broadcast by lively musically,watch this amazing live.ly broadcast by lively musically
2017-En-30713,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism",joy,0: no joy can be inferred,0,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could oilandgas optimism","three days off a month with two ex wives and no home could be worse. i don't know how, but it could oilandgas optimism"
2017-En-30195,"Lmboo , using my nephew for meme ",joy,2: moderate amount of joy can be inferred,2,"Lmboo , using my nephew for meme","lmboo , using my nephew for meme"
2017-En-31403,"it's not the most comforting &amp; jubilant place to be, but I do find joy in doing what's best for me and being passionate abt company I keep.",joy,1: low amount of joy can be inferred,1,"it's not the most comforting &amp; jubilant place to be, but I do find joy in doing what's best for me and being passionate abt company I keep.","it's not the most comforting &amp; jubilant place to be, but i do find joy in doing what's best for me and being passionate abt company i keep."
2017-En-30099,"@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal",joy,3: high amount of joy can be inferred,3,"looking back on recent tweets seen, this one right here is great perfect hilarious Speechless deal","looking back on recent tweets seen, this one right here is great perfect hilarious speechless deal"
2017-En-31175,*gets crushes on fictional and animated characters instead if real people*,joy,0: no joy can be inferred,0,*gets crushes on fictional and animated characters instead if real people*,*gets crushes on fictional and animated characters instead if real people*
2017-En-30023,Online now !!!:) all day come play with me !! I'm happy happy horny playful sweet sour;),joy,3: high amount of joy can be inferred,3,Online now !!!) all day come play with me !! I'm happy happy horny playful sweet sour;),online now !!!) all day come play with me !! i'm happy happy horny playful sweet sour;)
2017-En-31482,@JMRescue not brilliant lol! Hoping seeing my horse tomorrow will cheer me up 😄 #equestrianhour,joy,0: no joy can be inferred,0,not brilliant lol! Hoping seeing my horse tomorrow will cheer me up grinning_face_with_smiling_eyes equestrianhour,not brilliant lol! hoping seeing my horse tomorrow will cheer me up grinning_face_with_smiling_eyes equestrianhour
2017-En-30296,#smile every morning to a positive head start with your #clients relations,joy,2: moderate amount of joy can be inferred,2,smile every morning to a positive head start with your clients relations,smile every morning to a positive head start with your clients relations
2017-En-30306,Look forward to the detours because they bring delightful surprises. #lifequote #delight,joy,2: moderate amount of joy can be inferred,2,Look forward to the detours because they bring delightful surprises. lifequote delight,look forward to the detours because they bring delightful surprises. lifequote delight
2017-En-30233,A hearty welcome to those who followed me.,joy,2: moderate amount of joy can be inferred,2,A hearty welcome to those who followed me.,a hearty welcome to those who followed me.
2017-En-30580,@AllredMD @KerryCallen @thismanthispete Kirby's Black Panther in a cool animated panel.,joy,0: no joy can be inferred,0,Kirby's Black Panther in a cool animated panel.,kirby's black panther in a cool animated panel.
2017-En-31387,Good morning! Welcome the new day into your life and your heart #mindfulness  #zen,joy,3: high amount of joy can be inferred,3,Good morning! Welcome the new day into your life and your heart mindfulness zen,good morning! welcome the new day into your life and your heart mindfulness zen
2017-En-31586,Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures!  #dental,joy,1: low amount of joy can be inferred,1,Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! dental,root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! dental
2017-En-31562,@DJ_Musicologist #Disney's 1994 #animated #musical #film #TheLionKing was influenced by #WilliamShakespeare's #Hamlet. Songs by #EltonJohn.,joy,1: low amount of joy can be inferred,1,Disney's 1994 animated musical film TheLionKing was influenced by WilliamShakespeare's Hamlet. Songs by EltonJohn.,disney's 1994 animated musical film thelionking was influenced by williamshakespeare's hamlet. songs by eltonjohn.
2017-En-31515,Her charm is liveliness but this is also her weakness.,joy,0: no joy can be inferred,0,Her charm is liveliness but this is also her weakness.,her charm is liveliness but this is also her weakness.
2017-En-30640,backed pats -2.5 10/11 just before #pleasing,joy,0: no joy can be inferred,0,backed pats -2.5 10/11 just before pleasing,backed pats -2.5 10/11 just before pleasing
2017-En-30398,Watch this amazing live.ly broadcast by @hannah..mccloud  #musically,joy,1: low amount of joy can be inferred,1,Watch this amazing live.ly broadcast by ..mccloud musically,watch this amazing live.ly broadcast by ..mccloud musically
2017-En-31442,"This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'",joy,3: high amount of joy can be inferred,3,"This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'","this night is sparkling don't you let it go,\ni'm wonder struck,\nblushing on the way home.'"
2017-En-30676,@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.,joy,0: no joy can be inferred,0,This is why I drink and watch You're the Worst as a way to cheer myself up.,this is why i drink and watch you're the worst as a way to cheer myself up.
2017-En-30775,I need a bit of #GBBO to cheer me up after a terrible day!,joy,0: no joy can be inferred,0,I need a bit of GBBO to cheer me up after a terrible day!,i need a bit of gbbo to cheer me up after a terrible day!
2017-En-30972,"#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes",joy,1: low amount of joy can be inferred,1,"Quoteoftheday\r\r'If you don't do wild things while you're young, you'll have nothing to smile about when you're old.'\r\rdailyquote quotes","quoteoftheday\r\r'if you don't do wild things while you're young, you'll have nothing to smile about when you're old.'\r\rdailyquote quotes"
2017-En-31119,Remember when Joe and Quinn had a thing on glee,joy,0: no joy can be inferred,0,Remember when Joe and Quinn had a thing on glee,remember when joe and quinn had a thing on glee
2017-En-31507,Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,joy,1: low amount of joy can be inferred,1,Try to find the good in the negative. The negative can turn out to be good.\nanxietyrelief optimism openminded,try to find the good in the negative. the negative can turn out to be good.\nanxietyrelief optimism openminded
2017-En-30588,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote",joy,0: no joy can be inferred,0,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov optimism quote","the point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - peter ustinov optimism quote"
2017-En-30025,@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday ,joy,3: high amount of joy can be inferred,3,happy birthday ) have a blessed day love from Toronto ) bday,happy birthday ) have a blessed day love from toronto ) bday
2017-En-31243,"The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--",joy,0: no joy can be inferred,0,"The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--","the feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--"
2017-En-31478,"Tomorrow, is the FIRST DAY OF 🍂🍂FALL🍁🍁and I'm elated!!!!!",joy,3: high amount of joy can be inferred,3,"Tomorrow, is the FIRST DAY OF fallen_leaffallen_leafFALLmaple_leafmaple_leafand I'm elated!!!!!","tomorrow, is the first day of fallen_leaffallen_leaffallmaple_leafmaple_leafand i'm elated!!!!!"
2017-En-31223,"Good Master Vernon, welcome, nephews, from Bellario :\nThere is my lord, that thou interrupt'st our merriment.",joy,0: no joy can be inferred,0,"Good Master Vernon, welcome, nephews, from Bellario \nThere is my lord, that thou interrupt'st our merriment.","good master vernon, welcome, nephews, from bellario \nthere is my lord, that thou interrupt'st our merriment."
2017-En-31552,Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ #smile,joy,2: moderate amount of joy can be inferred,2,Like I said right_arrow there's plenty of cheddar in the cheese to go around! For everyone. smiling_face smile,like i said right_arrow there's plenty of cheddar in the cheese to go around! for everyone. smiling_face smile
2017-En-30139,@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,joy,3: high amount of joy can be inferred,3,I love parody accounts! Well done. Vote for Trump. lol,i love parody accounts! well done. vote for trump. lol
2017-En-30634,I take a strange delight from seeing mark Hughes struggle,joy,0: no joy can be inferred,0,I take a strange delight from seeing mark Hughes struggle,i take a strange delight from seeing mark hughes struggle
2017-En-30836,"@Geminiak @LondonNPC you're welcome! #wordgeek \nAlso, good to put a face to the twitter feed, even if it was only a cheery hello! 😀",joy,2: moderate amount of joy can be inferred,2,"you're welcome! wordgeek \nAlso, good to put a face to the twitter feed, even if it was only a cheery hello! grinning_face","you're welcome! wordgeek \nalso, good to put a face to the twitter feed, even if it was only a cheery hello! grinning_face"
2017-En-31542,"#PeopleLikeMeBecause    People are using this hashtag to brag about themselves.  I'm not interested in pleasing others, but in pleasing God.",joy,0: no joy can be inferred,0,"PeopleLikeMeBecause People are using this hashtag to brag about themselves. I'm not interested in pleasing others, but in pleasing God.","peoplelikemebecause people are using this hashtag to brag about themselves. i'm not interested in pleasing others, but in pleasing god."
2017-En-30776,"Logically speaking, this can't be the worst I've ever felt and even if it was then its passing will still be a joyous occasion",joy,0: no joy can be inferred,0,"Logically speaking, this can't be the worst I've ever felt and even if it was then its passing will still be a joyous occasion","logically speaking, this can't be the worst i've ever felt and even if it was then its passing will still be a joyous occasion"
2017-En-30132,TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #الخفجي,joy,3: high amount of joy can be inferred,3,TheNiceBot WSJNordics You make the world a more joyful place. TheNiceBot الخفجي,thenicebot wsjnordics you make the world a more joyful place. thenicebot الخفجي
2017-En-31162,Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. ,joy,1: low amount of joy can be inferred,1,Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad..,class is canceled due to a funeral. not sure if it's appropriate to be happy or sad..
2017-En-30246,*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,joy,2: moderate amount of joy can be inferred,2,*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,*violently screams at the four winds* we aint ever getting older *cute jovial rhythm starts* *moves hips along and waves arms in the air*
2017-En-30908,"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless",joy,0: no joy can be inferred,0,"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless","&amp; as much as i hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless"
2017-En-30766,"categ than GEN &amp;OBC it cost only 100 or nill .i am not against the reservation and i support it,sir minimize the fees #bright fut @PMOIndia",joy,0: no joy can be inferred,0,"categ than GEN &amp;OBC it cost only 100 or nill .i am not against the reservation and i support it,sir minimize the fees bright fut","categ than gen &amp;obc it cost only 100 or nill .i am not against the reservation and i support it,sir minimize the fees bright fut"
2017-En-31209,"Why bother tweeting poor men's? \nWhat good does it do?  If I'm unable to be cheery,  I go quiet.  Missed you,  btw",joy,0: no joy can be inferred,0,"Why bother tweeting poor men's? \nWhat good does it do? If I'm unable to be cheery, I go quiet. Missed you, btw","why bother tweeting poor men's? \nwhat good does it do? if i'm unable to be cheery, i go quiet. missed you, btw"
2017-En-30602,"Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me",joy,0: no joy can be inferred,0,"Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me","trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me"
2017-En-31290,"WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass",joy,0: no joy can be inferred,0,"WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass","why tf do broke boys keep tryna find gf's? get ur fuckin $$$ right b4 i smack yo bitchass, she deserves 2be happy &amp; u don't deserve that ass"
2017-En-31427,"If you want others to be #happy, practice #compassion. If you want to be happy, practice compassion.' Dalai Lama",joy,2: moderate amount of joy can be inferred,2,"If you want others to be happy, practice compassion. If you want to be happy, practice compassion.' Dalai Lama","if you want others to be happy, practice compassion. if you want to be happy, practice compassion.' dalai lama"
2017-En-30758,I truly believe in my heart right now that Satan is rejoicing because we are all against one another,joy,0: no joy can be inferred,0,I truly believe in my heart right now that Satan is rejoicing because we are all against one another,i truly believe in my heart right now that satan is rejoicing because we are all against one another
2017-En-30934,#blackish always has me #rollin #hilarious,joy,3: high amount of joy can be inferred,3,blackish always has me rollin hilarious,blackish always has me rollin hilarious
2017-En-30089,"Good morning, Trondheim! #optimism #productivity ⛅️❤️🇳🇴🏢💻🖥🏋🏻💪🏼📺🍿",joy,3: high amount of joy can be inferred,3,"Good morning, Trondheim! optimism productivity sun_behind_cloudred_heartNorwayoffice_buildinglaptop_computerdesktop_computerperson_lifting_weights_light_skin_toneflexed_biceps_medium-light_skin_tonetelevisionpopcorn","good morning, trondheim! optimism productivity sun_behind_cloudred_heartnorwayoffice_buildinglaptop_computerdesktop_computerperson_lifting_weights_light_skin_toneflexed_biceps_medium-light_skin_tonetelevisionpopcorn"
2017-En-31025,alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,joy,0: no joy can be inferred,0,alternate reality where has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,alternate reality where has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down
2017-En-30746,Check out this #film Robocoq 301  #shortfilms,joy,0: no joy can be inferred,0,Check out this film Robocoq 301 shortfilms,check out this film robocoq 301 shortfilms
2017-En-30948,Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,joy,2: moderate amount of joy can be inferred,2,Love this! Laughing while crying works too! katherinemansfield failure dealingwithfailure,love this! laughing while crying works too! katherinemansfield failure dealingwithfailure
2017-En-31216,#chirp look out for them Cars coming from the Wesszzz,joy,0: no joy can be inferred,0,chirp look out for them Cars coming from the Wesszzz,chirp look out for them cars coming from the wesszzz
2017-En-30510,@PeanutRD @MelissaJoyRD @SarahKoszykRD @eat4performance @rustnutrition @jenhaugen  hey #sparkling is the word I just picked 4 my biz card,joy,1: low amount of joy can be inferred,1,hey sparkling is the word I just picked 4 my biz card,hey sparkling is the word i just picked 4 my biz card
2017-En-31337,Tiller and breezy should do a collab album. Rapping and singing prolly be fire,joy,2: moderate amount of joy can be inferred,2,Tiller and breezy should do a collab album. Rapping and singing prolly be fire,tiller and breezy should do a collab album. rapping and singing prolly be fire
2017-En-30225,"@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*",joy,2: moderate amount of joy can be inferred,2,"*she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*","*she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*"
2017-En-31034,"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends ",joy,3: high amount of joy can be inferred,3,"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help face_with_tears_of_joyface_with_tears_of_joy girlfriends","girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help face_with_tears_of_joyface_with_tears_of_joy girlfriends"
2017-En-31030,I'm ever so cheerful,joy,3: high amount of joy can be inferred,3,I'm ever so cheerful,i'm ever so cheerful
2017-En-30360,Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert ,joy,1: low amount of joy can be inferred,1,Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since cutealert,not untill today has anyone ever said to me they remember what i had on over 7 years ago when they met me n liked me since cutealert
2017-En-31516,Want Darren to open the video so he can appreciate my hilarity,joy,1: low amount of joy can be inferred,1,Want Darren to open the video so he can appreciate my hilarity,want darren to open the video so he can appreciate my hilarity
2017-En-30256,@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!,joy,2: moderate amount of joy can be inferred,2,Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!,miss cookie sends her thanks! she's not as spry as she used to be - like me! she doesn't have the adventures the young pups do!
2017-En-31534,is it bad that kurt is literally me..? ,joy,0: no joy can be inferred,0,is it bad that kurt is literally me..?,is it bad that kurt is literally me..?
2017-En-30578,Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut  #Whitegirlwednesday,joy,0: no joy can be inferred,0,Go follow beautiful Snowgang heart_suit heart_suit Princess fitness bodyposi haircut Whitegirlwednesday,go follow beautiful snowgang heart_suit heart_suit princess fitness bodyposi haircut whitegirlwednesday
2017-En-30679,You have to find a way to top yourself. ,joy,0: no joy can be inferred,0,You have to find a way to top yourself.,you have to find a way to top yourself.
2017-En-30984,Anyone who drinks sparkling water is a demon,joy,0: no joy can be inferred,0,Anyone who drinks sparkling water is a demon,anyone who drinks sparkling water is a demon
2017-En-31536,Whatever you decide to do make sure it makes you .,joy,1: low amount of joy can be inferred,1,Whatever you decide to do make sure it makes you .,whatever you decide to do make sure it makes you .
2017-En-31510,"Win,lose or draw vs LFC, all football fans will rejoice as West Ham &amp; Chelsea fans beat the shit out of each other in a council house! #COYS",joy,2: moderate amount of joy can be inferred,2,"Win,lose or draw vs LFC, all football fans will rejoice as West Ham &amp; Chelsea fans beat the shit out of each other in a council house! COYS","win,lose or draw vs lfc, all football fans will rejoice as west ham &amp; chelsea fans beat the shit out of each other in a council house! coys"
2017-En-30213,All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS,joy,2: moderate amount of joy can be inferred,2,All in all a pleasing night down The Lane . . . On to the next round &amp; bring on Liverpool at Anfield! COYS,all in all a pleasing night down the lane . . . on to the next round &amp; bring on liverpool at anfield! coys
2017-En-30020,@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol #hilarious,joy,3: high amount of joy can be inferred,3,I love parody accounts! Well done. Vote for Trump. lol hilarious,i love parody accounts! well done. vote for trump. lol hilarious
2017-En-30656,@hoemanda69 wtf is tenacious and jubilant,joy,0: no joy can be inferred,0,wtf is tenacious and jubilant,wtf is tenacious and jubilant
2017-En-30565,@SoCalValerie this one was Apples attempt to make muslims happy 🕋,joy,0: no joy can be inferred,0,this one was Apples attempt to make muslims happy kaaba,this one was apples attempt to make muslims happy kaaba
2017-En-31517,Okay~ #deepbreathes ☺️ we can do this @sydneyswans 💪🏻🔴⚪️ #cheer #cheer &amp; see you on the other side peeps ❤️ #AFLCatsSwans #ProudlySydney,joy,3: high amount of joy can be inferred,3,Okay~ deepbreathes smiling_face we can do this flexed_biceps_light_skin_tonered_circlewhite_circle cheer cheer &amp; see you on the other side peeps red_heart AFLCatsSwans ProudlySydney,okay~ deepbreathes smiling_face we can do this flexed_biceps_light_skin_tonered_circlewhite_circle cheer cheer &amp; see you on the other side peeps red_heart aflcatsswans proudlysydney
2017-En-30665,@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice,joy,0: no joy can be inferred,0,dudes who wanna play some bass but not buy a bass (me) rejoice,dudes who wanna play some bass but not buy a bass (me) rejoice
2017-En-31551,Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ ,joy,3: high amount of joy can be inferred,3,Like I said right_arrow there's plenty of cheddar in the cheese to go around! For everyone. smiling_face,like i said right_arrow there's plenty of cheddar in the cheese to go around! for everyone. smiling_face
2017-En-31241,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining!  #socialmedia,joy,2: moderate amount of joy can be inferred,2,Thank you for the follow. Looking forward to your tweets as they look entertaining! socialmedia,thank you for the follow. looking forward to your tweets as they look entertaining! socialmedia
2017-En-30390,I aspire to have Val's self confidence and optimism tbh 👏💖 #GBBO,joy,1: low amount of joy can be inferred,1,I aspire to have Val's self confidence and optimism tbh clapping_handssparkling_heart GBBO,i aspire to have val's self confidence and optimism tbh clapping_handssparkling_heart gbbo
2017-En-31530,That was nearly aesthetically pleasing enough lol I need to do this on PS and not my phone,joy,1: low amount of joy can be inferred,1,That was nearly aesthetically pleasing enough lol I need to do this on PS and not my phone,that was nearly aesthetically pleasing enough lol i need to do this on ps and not my phone
2017-En-31146,I gave up on the U20 Rugby bet on the Roosters! #cheering #nrl,joy,0: no joy can be inferred,0,I gave up on the U20 Rugby bet on the Roosters! cheering nrl,i gave up on the u20 rugby bet on the roosters! cheering nrl
2017-En-31292,"@OtherkinOK @ParadisoAdam Very nice show guys! Now I have supported you, I expect you cheering at my @dublinmarathon on Oct 30th 😉😎👍",joy,3: high amount of joy can be inferred,3,"Very nice show guys! Now I have supported you, I expect you cheering at my on Oct 30th winking_facesmiling_face_with_sunglassesthumbs_up","very nice show guys! now i have supported you, i expect you cheering at my on oct 30th winking_facesmiling_face_with_sunglassesthumbs_up"
2017-En-31446,"Be happy not because everything is good, but because you can see the good side of everything ",joy,2: moderate amount of joy can be inferred,2,"Be happy not because everything is good, but because you can see the good side of everything","be happy not because everything is good, but because you can see the good side of everything"
2017-En-31168,"The book that can start improving your relationship tonight.  Taking you on a journey of #fun, #laughter, #romance and #metaphysics.  htt…",joy,1: low amount of joy can be inferred,1,"The book that can start improving your relationship tonight. Taking you on a journey of fun, laughter, romance and metaphysics. htt…","the book that can start improving your relationship tonight. taking you on a journey of fun, laughter, romance and metaphysics. htt…"
2017-En-30882,@chencouture LMAO Is it that 'so slutty' hater girl? That video was hilarious. 😂,joy,3: high amount of joy can be inferred,3,LMAO Is it that 'so slutty' hater girl? That video was hilarious. face_with_tears_of_joy,lmao is it that 'so slutty' hater girl? that video was hilarious. face_with_tears_of_joy
2017-En-31415,@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his #smile,joy,2: moderate amount of joy can be inferred,2,dhoni bcoz of is calmness nd match winning finishers nd a proud miltirian dadhusband nd wonderful humanbeing nd his smile,dhoni bcoz of is calmness nd match winning finishers nd a proud miltirian dadhusband nd wonderful humanbeing nd his smile
2017-En-30415,It has been medically proven that laughter is an effective pain killer.,joy,1: low amount of joy can be inferred,1,It has been medically proven that laughter is an effective pain killer.,it has been medically proven that laughter is an effective pain killer.
2017-En-31468,".@marcorubio mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'",joy,0: no joy can be inferred,0,". mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'",". mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'"
